City,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Bangalore,27-06-2021,373.5,503.3,180.3,43.4,76.9,7.4,7.02,34.3,92,15.65,24.12,9.9,28.5,Satisfactory
Delhi,28-06-2021,421.8,36.6,56.2,39,152.6,18.6,0.06,82.1,166.3,9.69,6.33,6.42,183.6,Good
Mumbai,28-06-2021,330.9,490.1,78.1,68.2,145.1,5.6,6.7,68.8,50.1,19.29,16.02,1.26,390.1,Good
Chennai,28-06-2021,46.3,94.1,78.5,22.1,175,47.2,5.21,71.3,144.3,17.13,4.28,6.36,28.4,Satisfactory
Kolkata,28-06-2021,116.7,205,21.2,90.1,121.2,1.3,6.6,39.2,190.3,16.81,24.07,2.95,180.8,Very Poor
Bangalore,28-06-2021,355.5,432.4,20.8,39.8,76.7,31.2,0.78,83.4,94.8,18.18,12.98,9.88,206.7,Satisfactory
Delhi,29-06-2021,473.7,346.8,78.1,107.3,86.4,34.6,5.8,68.1,31.3,4.71,14.12,7.71,369.3,Very Poor
Mumbai,29-06-2021,132.9,236.8,73.4,90.8,20.8,45.3,6.73,79.5,146.2,5.49,3.25,0.77,245.3,Severe
Chennai,29-06-2021,123.5,549.4,156.9,147.1,156.1,19.9,0.36,83,156,2.57,4.45,5.63,219.7,Moderate
Kolkata,29-06-2021,424.9,357.9,160.1,122.6,161.3,1,4.42,21.1,94.1,15.12,20.26,4.13,21.8,Good
Bangalore,29-06-2021,149.4,549,150.7,26.1,45.4,42.4,7.32,60.3,77.7,10.75,11.87,0.85,2,Satisfactory
Delhi,30-06-2021,497.2,435.2,44.8,11.7,215.4,40.4,4.88,95.5,55.5,4.22,11.45,0.55,121.1,Very Poor
Mumbai,30-06-2021,119.8,380.3,32,39,53.9,38.7,0.79,99.1,82,19.91,27.02,5.55,462.5,Moderate
Chennai,30-06-2021,61.4,358.8,6.2,147.7,49.3,48.4,2.86,52.2,143.8,12.79,19.61,5.82,41.4,Satisfactory
Kolkata,30-06-2021,347,29.2,136.1,128.8,226.5,42.5,4.24,3.9,93.8,5.34,12.17,1.99,164.1,Severe
Bangalore,30-06-2021,357.1,102.2,125.4,99.9,183.5,18.3,5.22,88.7,142.6,8.6,28.39,8.91,248.2,Severe
Delhi,01-07-2021,458.1,368.6,174.6,104,22.2,20.5,5.93,6.3,182.4,13.34,5.67,2.13,337.9,Good
Mumbai,01-07-2021,279.4,174.8,45.5,113.4,165.3,13.2,1.88,56.8,23.7,16.14,29.11,9.49,224.7,Moderate
Chennai,01-07-2021,208.6,396.1,84,4.2,224.5,45,8.36,7.8,192.3,12.03,16.17,3.95,210.8,Severe
Kolkata,01-07-2021,95,237.9,132.2,2.8,69.7,2.6,3.46,64.3,36.2,0.19,17.25,7.85,394.4,Severe
Bangalore,01-07-2021,5.5,439.4,77.2,73.3,64.8,41.8,3.51,58.8,137.8,5.19,7.14,0.83,233.1,Good
Delhi,02-07-2021,180.8,536.1,157.9,118.5,188.8,4.7,8.73,45.7,100.4,7.38,2.24,9.11,324.5,Very Poor
Mumbai,02-07-2021,245.9,554,49.1,109.5,139.2,32.9,3.76,82.1,119.3,19.08,5.34,3.1,86.5,Satisfactory
Chennai,02-07-2021,221.3,448.8,52.1,10.9,77.7,43.6,6.37,45.6,38.3,12.04,11.27,8.2,393.4,Good
Kolkata,02-07-2021,28.5,181.4,185.7,117.4,216.9,12.5,0.79,19.6,81.3,13.88,3.07,5.63,356.4,Moderate
Bangalore,02-07-2021,4.2,84.4,141.1,78.3,172,49.2,4.68,9.6,45.9,12.66,27.98,2.63,321.4,Very Poor
Delhi,03-07-2021,419.5,318.6,21.8,61.6,18.1,48.2,9.6,9.1,86.2,14.92,12.54,5.11,266.4,Severe
Mumbai,03-07-2021,330.7,484.8,128.5,20.2,173.8,2.7,3.14,1.2,111.5,9.63,8.45,9.81,362.1,Satisfactory
Chennai,03-07-2021,150.9,548.7,122.7,71.5,34.5,47.5,2.16,42.7,45.3,14.44,23.64,5.78,66.4,Good
Kolkata,03-07-2021,96.7,215.3,175.7,20.4,141.7,31.2,8.93,33.3,28.3,5.82,21.47,5.22,210.3,Satisfactory
Bangalore,03-07-2021,140.4,115.8,93.3,82.7,157.1,7.6,3.43,99.9,128.3,3.44,2.9,1.01,236.7,Satisfactory
Delhi,04-07-2021,302.7,391.3,169.3,48.6,229.2,0.5,4.13,52.8,185,6.43,26.29,8.1,321.5,Severe
Mumbai,04-07-2021,422.1,16.4,21,51.6,131.2,27.5,4.5,98.2,184.7,13.36,10.43,6.89,153.2,Severe
Chennai,04-07-2021,380.8,77.2,77.7,107.5,63.1,1.9,9.6,1.7,190.6,6.26,14.4,7.97,361.8,Very Poor
Kolkata,04-07-2021,282.3,57.3,75.9,143.2,242.4,42.3,3.65,90.3,166.2,4.68,9.11,5.28,383.3,Satisfactory
Bangalore,04-07-2021,46,343.2,182.1,40.9,64.4,8.3,1.01,5.7,88.6,17.18,13.55,7.75,21.7,Good
Delhi,05-07-2021,391.9,73,82.8,146.5,181.8,37.2,8.12,54.9,22,16.17,11.86,2.76,96,Moderate
Mumbai,05-07-2021,291.9,317.5,188.7,64.5,70.8,43.4,1.5,59.8,65,15.76,3.09,1.46,370.8,Severe
Chennai,05-07-2021,180.1,58.6,138.3,79.1,87.7,16.7,5.25,98.5,167.5,8.19,19.08,5.82,290.1,Satisfactory
Kolkata,05-07-2021,212.1,502,153.2,22.4,158.4,1.8,7.7,16.7,9.7,17.29,23.13,0.82,340.2,Very Poor
Bangalore,05-07-2021,303.4,312.4,63.1,126.3,4,45.4,9.46,13.5,100.1,0.07,24.99,6.32,371.1,Satisfactory
Delhi,06-07-2021,340.1,280.7,26.8,68.8,39.4,18.8,1.5,68.4,78.4,16.89,28.37,3.5,481.4,Satisfactory
Mumbai,06-07-2021,413.9,375.6,78.4,132.6,133.8,41.7,9.49,4.1,53.1,4.72,28.81,7.82,441.3,Very Poor
Chennai,06-07-2021,422.2,116.5,58.8,114.1,175.5,43.8,7.63,89.4,24.2,5.56,2.35,0.94,270.2,Poor
Kolkata,06-07-2021,119.1,315.2,30.8,124.1,207.9,4.9,5.94,62.6,128.4,13.12,24.9,3.2,86.9,Very Poor
Bangalore,06-07-2021,440.7,113.5,33.5,23.8,75.5,11,8.94,83.2,13.3,14.01,7.13,1.63,389.4,Severe
Delhi,07-07-2021,256.7,83.2,194,26.1,54.6,33,3.57,32,92.2,5.9,23.39,0.98,352.2,Satisfactory
Mumbai,07-07-2021,166,448.8,134.9,149.1,44.2,16.3,3.07,7.6,36.3,2.66,19.35,6.05,471.3,Poor
Chennai,07-07-2021,82,189.2,158.3,100.2,88.4,8.6,3.45,23.5,69.7,3.91,6.07,5.91,89.6,Severe
Kolkata,07-07-2021,179.4,437.7,41.4,143.4,172.6,8.9,8.93,23.3,111.1,7.82,23.1,0.13,244.7,Good
Bangalore,07-07-2021,73.1,32.4,1.6,51.3,233.2,24.3,1.47,98.2,119.9,13.37,3.36,1.58,280.7,Good
Delhi,08-07-2021,430.1,107.1,79.9,28.6,181.6,20.4,4.9,31.6,107.6,16.66,21.11,6.13,489.4,Severe
Mumbai,08-07-2021,176.1,192.1,126,87.5,21.6,43.2,7.97,11.4,89.8,17.72,7.01,6.84,376.8,Good
Chennai,08-07-2021,110.5,329.1,89.5,107.6,185.8,5.9,2.56,11.5,48.3,11.1,4.89,4.75,148.3,Severe
Kolkata,08-07-2021,74.6,26.3,73.8,137.4,143.1,43.7,6.18,49.8,184.8,2.77,21.47,6.58,337,Severe
Bangalore,08-07-2021,104.6,436.7,21.1,128.1,97.9,0,1.52,22.5,109.2,9.15,7.38,9.71,179.4,Satisfactory
Delhi,09-07-2021,195,225.4,184.9,31.7,201.7,15.3,9.77,60,194.6,7.54,4.37,8.53,182.3,Good
Mumbai,09-07-2021,83.7,174.5,144.2,126.1,34.6,12.9,4.61,79.6,112.4,14.78,20,0.14,106.8,Satisfactory
Chennai,09-07-2021,206.4,33.2,94.3,146.6,158.3,7.1,5.99,28.2,141,9.97,12.26,5.52,88.5,Very Poor
Kolkata,09-07-2021,471.2,30.9,136.6,29.5,42.8,42.7,3.69,13.3,156.9,1.99,16.72,0.78,33.5,Moderate
Bangalore,09-07-2021,382.6,104.9,21.3,84.4,110,23.5,7.94,86.8,131.1,13.55,2.75,2.8,318.3,Very Poor
Delhi,10-07-2021,487.9,299.3,168.8,10.9,206.1,31.7,1.72,4.5,177.7,8.4,25.27,0.15,332.1,Satisfactory
Mumbai,10-07-2021,474.6,101,132.7,82.1,240.3,39.3,4.19,54.8,194.7,10.43,8.15,0.18,459.5,Very Poor
Chennai,10-07-2021,156.1,41.6,188.3,66.4,160.1,26.6,3.26,42.5,40,6.92,4.62,2.67,128.3,Moderate
Kolkata,10-07-2021,168.4,241.6,184.7,42.3,22.1,15.7,2.09,9.9,126.8,14.66,23.33,4.8,391.4,Severe
Bangalore,10-07-2021,87.2,392.3,192.6,131.6,192.3,25,2.43,10.2,80.7,18.15,13.66,8.59,409.9,Poor
Delhi,11-07-2021,266.8,548.5,79.9,121.7,30,8.7,3.81,97.8,12.7,8.22,28.68,2.08,36.3,Severe
Mumbai,11-07-2021,138,406.9,45.3,0.6,158.7,21,1.36,73.4,194.2,10.74,2.05,8.78,222.7,Good
Chennai,11-07-2021,499.7,120.4,55.7,28.4,24.4,40.5,8.87,74.6,158.6,4.01,18.84,5.43,300.8,Good
Kolkata,11-07-2021,85.8,24.6,27.4,16.1,3.5,42.1,0.92,13.5,170.3,5.29,24.78,8.12,63.8,Very Poor
Bangalore,11-07-2021,441.5,75.8,125.9,40.8,216.8,19.1,8.5,16.4,16.4,18.8,27.15,7.48,404.2,Good
Delhi,12-07-2021,8.7,159.7,37.9,2.4,236.9,3.1,5.85,93.4,191.7,4.97,3.9,7.13,263.2,Very Poor
Mumbai,12-07-2021,4.1,424.5,55.5,143,12.5,43,6.91,17.4,146.3,15,29.85,4.53,93.2,Severe
Chennai,12-07-2021,46.3,236.7,162.7,134.3,114.6,26.7,2.16,83.7,126.1,9.47,23.54,6.12,85.5,Severe
Kolkata,12-07-2021,398.4,211.1,83,112.5,156.1,16.1,5.3,44.7,146.9,4.77,29.84,8.04,499.1,Poor
Bangalore,12-07-2021,252.6,143.9,132.5,76.3,208.9,17.7,3.91,30.9,168.3,15.04,22.62,5.09,96,Poor
Delhi,13-07-2021,430.6,343,191.8,6.7,169.2,14.4,3.31,96.4,144.6,13.8,16.97,5.38,427.4,Poor
Mumbai,13-07-2021,272.9,398.5,181.2,125.8,215.9,29.7,1.55,76.4,61.2,9.24,13.31,6.26,411.6,Satisfactory
Chennai,13-07-2021,378.3,482.3,173,37.1,237.1,11.6,1.96,94.6,152.2,10.93,9.39,5.48,153.4,Severe
Kolkata,13-07-2021,301,572.7,173.9,9.9,8.5,40.6,2.63,21.9,164.3,11.21,22.62,6.67,336.7,Good
Bangalore,13-07-2021,323.8,299.9,38.7,117.9,103.9,49.2,7.98,95.5,6.3,19.22,14.25,7.43,74.3,Good
Delhi,14-07-2021,7.3,492.8,125.5,132.7,122.1,26.9,9.47,10.3,146.1,6.16,24.43,7.62,181.8,Poor
Mumbai,14-07-2021,143.2,316.8,155,146.7,49.2,2.7,6.02,57.9,135.2,14.98,10.92,7.35,299.3,Severe
Chennai,14-07-2021,428.5,106.7,136.2,92.6,38.6,42.5,5.33,60,97.1,6.81,29.07,4.57,224.5,Moderate
Kolkata,14-07-2021,59.8,233.7,153.3,12.7,249.4,22.6,7.77,33.1,30.7,6.03,9.66,2.72,399.8,Satisfactory
Bangalore,14-07-2021,108.7,455.4,5.1,31.5,45.8,8.2,1.42,18.4,113.3,0.54,11.66,9.77,132.1,Moderate
Delhi,15-07-2021,154.4,273.3,90,63.4,112.9,10.9,3.2,28.6,163.6,15.02,23.37,2.72,182.1,Poor
Mumbai,15-07-2021,431.5,244.2,72.6,81.7,183.1,33.9,6.94,67.2,128.9,3.75,3.37,0.92,372.5,Moderate
Chennai,15-07-2021,439.5,202.4,118.5,15.8,223.3,26.1,6.85,31.3,173.2,7.29,15.41,4.64,408.5,Poor
Kolkata,15-07-2021,173.5,377.4,95.6,22.6,13.8,27.1,5.26,72.5,29.4,7.29,25.91,1.11,490.9,Very Poor
Bangalore,15-07-2021,387.9,104.4,196.6,13.8,32.6,6.1,9.01,2.6,3,17.43,12.89,2.53,58.3,Poor
Delhi,16-07-2021,319.1,106.8,74.4,101.8,144.1,36.4,9.66,54.4,26.9,5.45,1.19,0.99,323.4,Satisfactory
Mumbai,16-07-2021,199.8,395.4,171.3,83.9,204.1,10.2,1.93,30.1,134.2,7.06,19.58,3.8,70.3,Severe
Chennai,16-07-2021,55.5,155.5,167,2.5,86.9,33.7,1.16,1,0.6,19.73,7.55,7.36,108.5,Severe
Kolkata,16-07-2021,149.3,43.3,25.1,38,200.5,29.9,5.29,86.8,64,8.65,17.87,0.97,10.1,Good
Bangalore,16-07-2021,109.4,362.7,121.5,28,161.4,37.2,8.37,93.1,180.6,0.11,3.66,8.58,461.9,Good
Delhi,17-07-2021,86.4,333.2,103.6,27.4,207.6,47,8.95,52.7,38.2,18.08,4.86,2.27,10.6,Poor
Mumbai,17-07-2021,375.9,279.4,106.6,129.8,182.3,26.8,0.66,23.7,108.8,1.04,25.92,1.31,337.6,Good
Chennai,17-07-2021,41,150,54.3,67.8,120.4,13.6,5.09,77.8,103.4,18.79,28.19,5.08,279.8,Good
Kolkata,17-07-2021,366.1,5.5,172.1,42.5,12.3,34.2,4.18,50.3,111.1,19.01,24.34,0.61,285.9,Satisfactory
Bangalore,17-07-2021,6.8,231.7,16.2,71.8,17.6,44.2,2.38,96.4,107.9,19.05,29.7,3.23,159,Poor
Delhi,18-07-2021,249.7,212.9,177.6,81.8,5,17.3,2.2,84.4,83,7.2,16.55,6.49,362.4,Very Poor
Mumbai,18-07-2021,59.7,354.4,0.8,60.5,119.8,22.8,3.98,32.2,77.4,5.03,2.23,0.96,150.2,Moderate
Chennai,18-07-2021,447.2,394.4,179.7,117,111.5,23,7.15,65.8,106,6.6,14.74,3.43,311.2,Good
Kolkata,18-07-2021,434.7,98.3,83.7,90.4,156.1,33.1,7.7,6.4,16.7,16.45,8.96,8.95,410.3,Very Poor
Bangalore,18-07-2021,238.8,554.9,110.4,148.3,175.5,38.7,6.14,86.1,69.5,2.09,23.09,9.14,211.8,Good
Delhi,19-07-2021,389.8,453.9,167.5,130.3,98.8,13.4,7.99,32.1,197.9,15.6,12.41,8.01,399.4,Poor
Mumbai,19-07-2021,226.8,139.3,180.8,120.3,19,35.6,5.35,37.2,105.7,14.74,4.5,7.18,346.8,Good
Chennai,19-07-2021,132.3,339.3,104.6,75.1,198.5,47.1,0.44,48.3,135.1,19.41,25.89,0.92,309.8,Good
Kolkata,19-07-2021,178.3,336.8,3.8,119.3,151.3,49.3,9.26,33.5,109.7,15.14,10.08,0.49,35.1,Moderate
Bangalore,19-07-2021,373.9,361.9,131,50.4,28,25.8,8.07,99.5,93.6,5.91,3.65,3.75,470.2,Satisfactory
Delhi,20-07-2021,205.5,142.7,75.2,96.6,115.7,34.8,8.41,94.1,132.6,16.62,26.97,6.01,497.2,Very Poor
Mumbai,20-07-2021,394.7,239,173.5,59.8,110,31.2,4.91,91,29.7,0.17,13.06,2.43,11.6,Severe
Chennai,20-07-2021,219.1,34.5,71.4,23.3,25.4,14.2,9.99,96.6,46,0.2,16.84,6.35,105,Severe
Kolkata,20-07-2021,145.5,178.1,166.6,136.6,145.6,3.5,9.04,26.6,198.5,3.29,8.27,5.27,75.3,Satisfactory
Bangalore,20-07-2021,83.5,77.6,136.2,119.9,48.2,9.9,8.97,27.5,118.2,4.86,28.84,6.58,402.5,Good
Delhi,21-07-2021,218.2,510,50.6,117.3,194.9,42.7,0.89,39.8,193.1,6.87,10.26,4.47,0.4,Very Poor
Mumbai,21-07-2021,79.1,59.5,52.3,44.1,76.4,32.9,3.27,77.6,83.2,7.58,17,4.02,486.4,Severe
Chennai,21-07-2021,69.7,420.9,186.6,11.9,230.4,6.3,1.38,81.7,143.8,15.13,25.58,2.16,349.5,Severe
Kolkata,21-07-2021,320.4,199.4,79.1,2.7,136.4,1,6.88,51.8,153.5,8.34,12.91,6.32,196.8,Satisfactory
Bangalore,21-07-2021,448.3,450.1,18.7,119.7,194.6,9.8,0.73,3.6,155.9,12.91,25,3.72,406.5,Good
Delhi,22-07-2021,254.9,339.6,65.6,144.4,204.6,47.6,9.49,63.2,24.1,16.31,17.54,7.7,191.3,Severe
Mumbai,22-07-2021,303.3,247.3,190.1,74.8,67.6,3.6,2.25,48.5,11.3,9.23,15.8,6.65,124.6,Poor
Chennai,22-07-2021,253.7,282.2,143.3,2.6,223.3,43.9,8.05,81.1,151.4,17.9,18.18,5.82,291.3,Good
Kolkata,22-07-2021,426.8,306.5,56,13.1,120.3,17.4,8.73,36.3,171.4,13.74,5.07,3.85,274.1,Very Poor
Bangalore,22-07-2021,236.4,141.8,47.1,34,147.4,5.2,7.35,79,6.4,1.4,10.77,9.24,365.8,Satisfactory
Delhi,23-07-2021,435.3,517.1,20.2,67.6,108.3,19.4,9.92,91.8,52.2,16.03,3.71,0.56,316.8,Satisfactory
Mumbai,23-07-2021,490.1,552.5,170.2,57,45.1,15.3,2.93,78.7,82.8,18.89,24.07,9.77,436.9,Very Poor
Chennai,23-07-2021,74.5,107.3,97.3,53.8,59.9,2.7,3.81,5.9,104.3,2.93,15.93,2.62,199.5,Severe
Kolkata,23-07-2021,353.5,488.1,162,130.7,210.4,9.7,6.53,26.1,147.3,13.15,13.4,4.18,8,Poor
Bangalore,23-07-2021,0.2,328.2,166.4,40.9,70.8,44.9,0.45,9.1,110.1,9.84,10.72,8.75,430.2,Good
Delhi,24-07-2021,289.4,202.8,11.8,135.3,154.3,35.3,6.34,72.1,39.3,0.87,28.97,7.37,364,Poor
Mumbai,24-07-2021,152.1,211.3,11.5,85.1,138.8,36.2,9.27,79.1,2.6,0.07,21.41,2.93,74.3,Satisfactory
Chennai,24-07-2021,290.9,585,118.7,133.9,81.6,29.6,1.49,5.4,117.7,5.77,10.62,9.74,29.8,Satisfactory
Kolkata,24-07-2021,131.3,95.2,144.9,137.3,112.2,19.5,4.91,94.4,158,19.22,0.68,6.35,414.8,Severe
Bangalore,24-07-2021,241.5,203.4,100.5,16.8,180.2,36.4,8.73,45.4,25.6,9.14,19.45,3.64,461.7,Severe
Delhi,25-07-2021,313.7,297.7,146,79.5,208.5,27.3,9.55,73.7,52.1,10.9,5.44,4.68,142.7,Moderate
Mumbai,25-07-2021,404.2,161.8,23.1,130.8,45.7,12.4,4.11,99.3,132,7.78,15.45,7.78,13,Satisfactory
Chennai,25-07-2021,269.3,166,195.8,106.9,130.1,17.5,8.78,11.3,135.6,16.96,20.34,1.32,486.8,Very Poor
Kolkata,25-07-2021,125.3,293,57.4,76.3,229.1,15.4,6.03,0.7,188.3,10.13,13.95,5.05,246.9,Satisfactory
Bangalore,25-07-2021,168.8,251.4,19.1,78.7,32.8,4.3,2.85,81.7,45.9,6.14,14.97,6.44,101,Very Poor
Delhi,26-07-2021,263.6,53.2,49.8,93.3,24.5,48.2,9.32,27.5,16.2,6.83,27.88,3.66,401.4,Poor
Mumbai,26-07-2021,86.9,522.2,99.5,7,106.7,28.2,9.72,79,183,10.8,18.86,6.13,120.8,Poor
Chennai,26-07-2021,462.5,222,160.8,85.4,203.5,10,2.68,61.9,117,18.15,6.94,1.27,237.5,Good
Kolkata,26-07-2021,105,43.7,71.1,137,29.1,29.3,3.8,45.1,115.4,14.73,19.44,8.35,440.2,Poor
Bangalore,26-07-2021,67.8,446.7,10.9,95.7,48.5,9.9,4.45,22.7,36.4,0.9,0.84,1.69,499.4,Severe
Delhi,27-07-2021,125,261.7,134.6,146.6,13.4,19.3,6.93,1.1,58.9,3.8,17.65,5.58,328,Good
Mumbai,27-07-2021,371,429.1,115.6,117.5,143.5,43.1,6.55,47.3,127.6,0.3,17.31,4.67,62.6,Moderate
Chennai,27-07-2021,434.3,586.9,23.7,39.8,230,22.4,1.1,34.8,24.8,11.25,2.47,4.38,414.3,Moderate
Kolkata,27-07-2021,478.9,199.9,108.3,132.7,165.6,37.1,3.13,78.8,103.6,16.89,7.69,0.06,168.9,Very Poor
Bangalore,27-07-2021,494.4,278,110,83.3,246.6,35.9,8.81,20.8,118.4,7.54,4.24,7.04,429.5,Poor
Delhi,28-07-2021,390.6,37.1,24.7,76.8,239.5,1.2,5.4,81.8,12.2,14.26,16.13,4.1,493.1,Moderate
Mumbai,28-07-2021,361.6,543.5,88.5,120.2,154.2,30.8,8.02,22.8,34.1,4.19,8.7,5.44,166.7,Good
Chennai,28-07-2021,251.6,63.2,51.3,138.1,35,49.9,2.55,20.2,10.6,8.94,22.56,0.91,65.6,Very Poor
Kolkata,28-07-2021,51,492.9,71.2,94.5,149.2,14.3,3.1,62.2,59.9,12.95,13.98,3.55,237.5,Poor
Bangalore,28-07-2021,429.1,266.8,181.6,129,226.1,39,8.05,22.4,131.3,2.18,4.71,2.44,303.3,Moderate
Delhi,29-07-2021,450,380.2,166.8,32.5,91.1,23.3,0.98,91,163.9,13.69,13.7,4.17,468.3,Moderate
Mumbai,29-07-2021,369.4,242,0.6,34.1,147.6,41.4,5.44,31.9,196.5,7.97,21.94,4.5,23.5,Poor
Chennai,29-07-2021,185.1,485.5,101.1,41.5,23.5,28.5,6.37,63.3,1.8,11.76,27.58,5.47,19.7,Very Poor
Kolkata,29-07-2021,317,365.5,38.8,9.3,22.8,8.4,7.15,53,160.7,3.61,27.86,6.59,471.5,Satisfactory
Bangalore,29-07-2021,262.1,261.2,77.5,24.2,23.7,20.8,2.05,86.2,185.2,15.02,24.25,2.79,36.4,Good
Delhi,30-07-2021,54,0.4,105.4,104.5,204.9,19.1,9.42,92.1,2.5,4.23,19.62,7.12,384,Satisfactory
Mumbai,30-07-2021,343.7,472.5,111,54.6,161.5,23.2,4.02,24.3,165.2,18.71,25.72,3.29,251.5,Satisfactory
Chennai,30-07-2021,91.9,163.8,172.1,109.5,179.8,19.5,9.04,41.3,151.2,10.86,19.71,4.91,136.8,Moderate
Kolkata,30-07-2021,175.3,290.9,13.2,135.8,59.4,11.6,0.29,82,198.4,6.74,6.18,3.59,405.2,Moderate
Bangalore,30-07-2021,387.8,301.6,171.3,121.6,173.4,5,3.49,70.9,23.9,13.66,7.41,1.13,239.4,Satisfactory
Delhi,31-07-2021,392.4,513.9,46.9,14.2,65.2,16.4,1.95,29.9,27.1,18.47,28.63,1.18,347.6,Poor
Mumbai,31-07-2021,267.8,193.8,140,46.8,65.3,28.4,4.53,60.8,102.4,18.16,25.11,5.53,238.6,Satisfactory
Chennai,31-07-2021,253.3,83.9,135.3,105.4,234.2,42.4,9.77,72,22,3.59,18.57,4.87,147.1,Severe
Kolkata,31-07-2021,489.5,241.7,85.1,17,48.3,22.6,7.61,92.5,114.6,8.5,28.12,4.12,265,Severe
Bangalore,31-07-2021,240.6,34.7,1.6,143.3,71.6,21.1,7.3,84.8,162.2,19.97,12.02,6.94,248.4,Good
Delhi,01-08-2021,8.3,378.2,133.3,117.7,39.9,39.9,1.9,95.6,7.5,11.8,23.77,9.36,459.4,Moderate
Mumbai,01-08-2021,123.5,504.4,46.9,92.9,204.8,4.5,4.89,53.9,23.5,7.1,3.81,6.3,74,Very Poor
Chennai,01-08-2021,459.4,4.6,114,65.9,82.4,28,2.87,74.4,69.2,19.74,18.7,1.98,90.5,Good
Kolkata,01-08-2021,460.2,126.4,55.9,102.8,246.6,34.7,0.16,34.9,185.6,15.96,16.53,3.38,289.7,Severe
Bangalore,01-08-2021,139.8,321.6,37.7,2.9,140.4,42.6,7.14,83.9,158.3,19.6,9.33,3.34,216.1,Satisfactory
Delhi,02-08-2021,104.8,489.7,149,88.1,234.2,46.6,4.11,69.1,162.3,13.19,25.97,5.22,224.8,Moderate
Mumbai,02-08-2021,330.8,276.2,29.2,40.4,22.5,7.2,7.56,53.1,116,3.66,14.91,7.44,287.2,Satisfactory
Chennai,02-08-2021,216.5,588.7,197.7,21.6,104.9,9.5,0.34,68,167.7,19.75,21.89,4.99,258.9,Good
Kolkata,02-08-2021,420.7,291.9,18.7,64.1,135.5,43.4,6.78,21.4,116,4.61,22.61,5.78,305.5,Very Poor
Bangalore,02-08-2021,80.1,579.8,39.8,27,147.8,45,8.35,54.5,84.6,4.14,26.06,3.81,232.7,Moderate
Delhi,03-08-2021,301.5,16.1,21.7,135.6,37.8,25.4,7.72,46.6,45.3,12.35,24.62,9.32,334.5,Very Poor
Mumbai,03-08-2021,249,75,127.1,25.1,26.1,45.6,5.88,22.9,53.3,11.59,12.49,2.09,38.4,Satisfactory
Chennai,03-08-2021,458.4,365.7,186.9,15.8,186.5,29.8,7.91,49.7,45.7,11.46,4.28,1.96,275.7,Poor
Kolkata,03-08-2021,73.9,345.8,151.3,148.8,152.9,3.5,6.25,87.9,180.6,16.46,5.94,6.79,267.7,Poor
Bangalore,03-08-2021,278.6,11.9,74.4,63.1,47,24,9.71,40.2,18,0.24,25.88,6.93,352.8,Good
Delhi,04-08-2021,400.3,598.3,47.9,98.4,179.7,29.9,3.04,59.8,109.7,16.71,17.59,1.72,96.5,Severe
Mumbai,04-08-2021,158,551.7,140.8,120,8.9,43.6,1.84,17,4.2,2.62,26.3,3.09,154.2,Very Poor
Chennai,04-08-2021,209.9,167.9,114.1,16.4,0.4,8.8,3.25,98.1,31.4,9.77,20.71,6.62,410.7,Poor
Kolkata,04-08-2021,169.3,535.1,56,62,221.8,4.2,5.99,26.2,185.2,6.67,1.88,7.76,59.1,Severe
Bangalore,04-08-2021,243.9,402.8,66.5,129.6,105.2,23.3,0.04,82.5,77.5,18.66,17.65,9.7,19,Severe
Delhi,05-08-2021,175.4,177.3,16.4,21.3,65.1,25.3,3.27,51.5,16.1,0.7,10.71,3.62,2.8,Severe
Mumbai,05-08-2021,282.4,227.9,55,71.4,127.1,12.8,3.72,5.7,11.5,13.27,18.63,6.44,249.4,Moderate
Chennai,05-08-2021,53.3,483.2,149.3,12.9,132.4,42.7,6.84,25.2,99.4,1.29,13.3,5.65,339.4,Severe
Kolkata,05-08-2021,70.1,595.4,175.6,52.3,74.6,27.4,3.05,44.4,48.7,5.93,6.05,1.2,360.7,Very Poor
Bangalore,05-08-2021,31.2,149.2,176.2,34.1,30,44.1,7.61,70.6,178.2,10.62,1.17,1.92,98.8,Very Poor
Delhi,06-08-2021,23.1,550.8,99.6,30.7,146.5,28.9,0.32,88.9,24.5,14.22,21.63,2.57,426.1,Severe
Mumbai,06-08-2021,494.5,363.4,14.4,19.4,77,46.3,4.56,0.6,114.5,1.49,1.69,2.72,150.9,Good
Chennai,06-08-2021,355.9,387.7,182,3.8,101.1,34.7,0.02,97,156.7,17.29,8.91,1.06,256.3,Moderate
Kolkata,06-08-2021,190,519.9,185.1,51.9,191.8,49.9,9.03,86.8,173.7,6.26,5.49,7.19,366.1,Poor
Bangalore,06-08-2021,101.2,338.3,165.3,102.9,166.6,2.8,2.31,63.9,96.4,6.22,18.65,0.06,418.1,Severe
Delhi,07-08-2021,454.3,121.8,105.4,66.6,74.8,21.6,0.91,44.3,95.8,9.13,18.32,6.47,292.9,Satisfactory
Mumbai,07-08-2021,141.5,158,192.7,28.5,165.6,35.8,8.76,79.5,54.6,19.4,17.55,8.48,33.2,Satisfactory
Chennai,07-08-2021,390.3,118,196.3,77,101.2,28.2,6.65,43.7,98.8,19.64,0.68,0.86,257.1,Severe
Kolkata,07-08-2021,425.7,401,138.5,109.8,222.2,27.3,4.28,21.7,65.6,11.33,3.64,7.67,235.9,Good
